id,name,address,year,agency,amount
13218,"Staten Island Philharmonic Orchestra, Inc.","14 Brentwood Ave Staten Island, NY 10301-2004",2012,DCA,3000.0
13219,"Staten Island Philharmonic Orchestra, Inc.","14 Brentwood Ave Staten Island, NY 10301-2004",2012,DCA,3000.0
13220,"Staten Island Philharmonic Orchestra, Inc.","14 Brentwood Ave Staten Island, NY 10301-2004",2013,DCLA,3000.0
13221,"Staten Island Philharmonic Orchestra, Inc.","14 Brentwood Ave Staten Island, NY 10301-2004",2013,DCLA,3000.0
13222,"Harvest Life Center, Inc., The","119-33 Springfeild Boulevard Cambria Heights, NY 11411",2011,DYCD,7500.0
13223,"Harvest Life Center, Inc., The","119-33 Springfield Blvd Cambria Heights, NY 11411",2012,DYCD,7500.0
13224,"Harvest Life Center, Inc., The","119-33 Springfield Blvd Cambria Heights, NY 11411",2013,DYCD,7500.0
13225,American Friends of Chasdei Lev,"2286 Nostrand Avenue Brooklyn, NY 11210",2011,DYCD,3500.0
13226,American Friends of Chasdei Lev,"2286 Nostrand Avenue Brooklyn, NY 11210",2011,DYCD,2500.0
13227,Reach for the Stars Learning Center,"3300 Kings Highway Brooklyn, NY 11234",2011,DOHMH,3500.0
13228,Reach for the Stars Learning Center,"3300 Kings Highway Brooklyn, NY 11234",2011,DYCD,3500.0
13229,Reach for the Stars Learning Center,"3300 Kings Highway Brooklyn, NY 11234",2012,DYCD,50000.0
13230,Reach for the Stars Learning Center,"3300 Kings Highway Brooklyn, NY 11234",2012,DYCD,5000.0
13231,Reach for the Stars Learning Center,"103 Quentin Road Brooklyn, NY 11223 ",2013,DOHMH,6875.0
13232,Reach for the Stars Learning Center,"103 Quentin Road Brooklyn, NY 11223 ",2013,DOHMH,3125.0
13233,Reach for the Stars Learning Center,"103 Quintin Road Brooklyn, NY 11229",2013,DYCD,50000.0
13234,"Trinity Healing Center, Inc.","411 46th Street Brooklyn, NY 11220",2011,MISC,21875.0
13235,"Trinity Healing Center, Inc.","7305 5th Avenue, PMB #272 Brooklyn, NY 11209",2011,DYCD,10000.0
13236,"Trinity Healing Center, Inc.","411 46th Street Brooklyn, NY 11220",2012,MISC,21875.0
13237,"Trinity Healing Center, Inc.","411 46th Street Brooklyn, NY 11220",2013,OCJC,21875.0
13238,"Trinity Healing Center, Inc.","7304 5th Avenue PMB3272 Brooklyn, NY 11209-2604",2013,OCJC,5000.0
13239,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue, Suite 1000 Brooklyn, NY 11210",2011,DFTA,12000.0
13240,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue, Suite 1000 Brooklyn, NY 11210",2011,DYCD,12000.0
13241,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue, Suite 1000 Brooklyn, NY 11210",2011,DYCD,18500.0
13242,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue Brooklyn, NY 11210",2012,DYCD,12000.0
13243,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue Brooklyn, NY 11210",2012,DFTA,12000.0
13244,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue Brooklyn, NY 11210",2012,DFTA,7500.0
13245,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue Brooklyn, NY 11210",2012,DYCD,18500.0
13246,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue Brooklyn, NY 11210",2012,DYCD,5000.0
13247,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue Brooklyn, NY 11210",2012,DYCD,1500.0
13248,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue brooklyn, NY 11210",2013,DFTA,25000.0
13249,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue brooklyn, NY 11210",2013,DFTA,12000.0
13250,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue brooklyn, NY 11210",2013,DYCD,4000.0
13251,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue Brooklyn, NY 11210",2013,DYCD,25000.0
13252,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue brooklyn, NY 11210",2013,DYCD,6000.0
13253,"Flatbush Shomrim Safety Patrol, Inc.","2294 Nostrand Avenue brooklyn, NY 11210",2013,DYCD,12000.0
13254,"Brooklyn Greenway Initiative, Inc.","145 Columbia Street Brooklyn, NY 11231",2011,DYCD,3500.0
13255,"Brooklyn Greenway Initiative, Inc.","145 Columbia Street Brooklyn, NY 11231",2011,DYCD,3500.0
13256,"Brooklyn Greenway Initiative, Inc.","145 Columbia Street Brooklyn, NY 11231",2012,DYCD,3500.0
13257,"Brooklyn Greenway Initiative, Inc.","145 Columbia Street Brooklyn, NY 11231",2012,DYCD,3500.0
13258,"Brooklyn Greenway Initiative, Inc.","153 Columbia Street Brooklyn, NY 11231",2013,DYCD,5000.0
13259,"Brooklyn Greenway Initiative, Inc.","153 Columbia Street Brooklyn, NY 11231",2013,DYCD,3500.0
13260,"Brooklyn Greenway Initiative, Inc.","153 Columbia Street Brooklyn, NY 11231",2013,DYCD,3500.0
13261,Bais Yaakov Faigeh Schonberger of Adas Yereim,"1169 43rd Street Brooklyn, NY 11219",2012,DYCD,6500.0
13262,Bais Yaakov Faigeh Schonberger of Adas Yereim,"1169 43rd Street Brooklyn, NY 11219-1216",2013,DYCD,10000.0
13263,"Marcus Garvey Park Alliance, Inc.","18 Mt. Morris Park West New York, NY 10027",2011,DPR,4000.0
13264,"Marcus Garvey Park Alliance, Inc.","18 Mt Morris Park West New York, NY 10027",2012,DPR,9000.0
13265,"Marcus Garvey Park Alliance, Inc.","144 West 120th Street New York, NY 10027",2013,DPR,6500.0
13266,"Marcus Garvey Park Alliance, Inc.","18 Mt Morris Park West New York, NY 10027",2013,DPR,6500.0
13267,Angelica Patient Assistance Program,"101 Park Avenue, 11th Floor New York, NY 10178",2011,DOHMH,7200.0
13268,"Working Harbor Committee, Inc.","455 West 43rd Street New York, NY 10036",2011,DYCD,5000.0
13269,"Working Harbor Committee, Inc.","455 West 43rd NYC, NY 10036",2012,DYCD,5000.0
13270,"Working Harbor Committee, Inc.","455 West 43rd St New York, NY 10036",2013,DYCD,5000.0
13271,Community Concerns Network Inc.,"846 Utica Avenue Brooklyn, NY 11203",2013,DYCD,4000.0
13272,Sunset Gardens HDFC,"405 44th Street Brooklyn, NY",2012,DFTA,3750.0
13273,Sunset Gardens Housing Development Fund Corp,"9000 Shore Road Brooklyn, NY 11209",2013,DFTA,5000.0
13274,"Harlem Needle Arts, Inc.","2160 Madison Avenue, #11C New York, NY 10037",2011,DYCD,4000.0
13275,"Harlem Needle Arts, Inc.","2160 Madison Avenue Suite 11C New York, NY 10037 ",2012,DYCD,4000.0
13276,"Harlem Needle Arts, Inc.","2160 Madison Avenue - Suite 11C New York, NY 10037",2013,DCLA,3500.0
13277,Opera America Inc,"330 Seventh Avenue New York, NY 10001",2012,DCA,4000.0
13278,Opera America Inc,"330 7th Avenue New York, NY 10001",2013,DCLA,3500.0
13279,"Jets of Harlem, Inc.","2369 First Avenue, Suite #14F New York, NY 10035",2011,DYCD,5000.0
13280,"Jets of Harlem, Inc.","2369 First Avenue, Suite #14F New York, NY 10035",2011,DYCD,3000.0
13281,"Jets of Harlem, Inc.","2369 First Avenue, Suite #14F New York, NY 10035",2011,DYCD,3500.0
13282,"Staten Island NFP Association, Inc.","5 Teleport Drive, Suite 200 Staten Island, NY 10314",2011,DSBS,1000.0
13283,"Staten Island NFP Association, Inc.","5 Teleport Drive, Suite 200 Staten Island, NY 10311",2011,DSBS,3000.0
13284,"Staten Island NFP Association, Inc.","5 Teleport Drive, Suite 200 Staten Island, NY 10311",2011,DSBS,5000.0
13285,"Staten Island NFP Association, Inc.","5 Teleport Drive Staten Island, NY 10311 ",2012,DSBS,5000.0
13286,"Staten Island NFP Association, Inc.","5 Teleport Drive Staten Island, NY 10311",2012,DSBS,1000.0
13287,"Staten Island NFP Association, Inc.","5 Teleport Drive Staten Island, NY 10311",2012,DSBS,3500.0
13288,"Staten Island NFP Association, Inc.","5 Teleport Drive Suite 200 Staten Island, NY 10311",2013,DSBS,3500.0
13289,"Staten Island NFP Association, Inc.","5 Teleport Drive Staten Island, NY 10311",2013,DSBS,5000.0
13290,"Staten Island NFP Association, Inc.","5 Teleport Drive Staten Island, NY 10311",2013,DSBS,2000.0
13291,"QMAD, Queens Media Arts Development","35-05 94th Street, Suite 5A Jackson Heights, NY 11372",2011,DYCD,3500.0
13292,"QMAD, Queens Media Arts Development","35-05 94 Street Suite 5A Jackson Heights, NY 11372",2012,DYCD,5500.0
13293,"QMAD, Queens Media Arts Development","35-05 94th Street Suite 5A Jackson Heights, NY 11372",2013,DYCD,3500.0
13294,"Brooklyn Childcare Collective, The ","339 Douglass Street #2 Brooklyn, NY 11217",2011,DYCD,3500.0
13295,"Cash Camp, Inc. (d/b/a World of Money Org.)","c/o Jazz Armstrong 392 Central Park West, #18N New York, NY 10024",2011,DYCD,3500.0
13296,"Cash Camp, Inc. (d/b/a World of Money Org.)","1515 Broadway New York, NY 10036",2012,DYCD,3500.0
13297,"Cash Camp, Inc. (d/b/a World of Money Org.)","1515 Broadway New York, NY 10036-8901",2013,DYCD,15000.0
13298,Bechirot dba Choices Inc,"140-12 69th Road Flushing, NY 11367",2012,DYCD,3500.0
13299,"Bechirot dba Choices, Inc.","140-12 69th Road Flushing, NY 11367",2012,DYCD,3500.0
13300,"Bechirot dba Choices, Inc.","140-12 69th Road Flushing NY 11367 Brooklyn, NY 11229",2013,DYCD,3500.0
13301,"Neil D. Levin Graduate Institute of International Relations and Commerce Foundation, Inc.","116 East 55th Street New York, NY 10022",2011,DSBS,3500.0
13302,"Red Hook Initiative, Inc. ","767 Hicks Street Brooklyn, NY 11231",2011,DYCD,5000.0
13303,Red Hook Initiative,"767 Hicks Street Brooklyn, NY 11231",2012,DYCD,1000.0
13304,"Red Hook Initiative, Inc. ","767 Hicks Street Brooklyn, NY 11231",2012,DYCD,7214.0
13305,"Red Hook Initiative, Inc. ","767 Hicks Street Brooklyn, NY 11231",2013,DYCD,15000.0
13306,"Public Housing Communities, Inc.","272 Wyckoff Street, 15D Brooklyn, NY 11217",2011,HPD,11000.0
13307,"Public Housing Communities, Inc.","272 Wyckoff Street 15D Brooklyn, NY 11217",2012,DYCD,12000.0
13308,"Public Housing Communities, Inc.","272 Wyckoff Street 15D Brooklyn, NY 11217",2013,DYCD,7000.0
13309,Misaskim Corp.,"5805 16th Avenue Brooklyn, NY 11204",2013,DYCD,5000.0
13310,  68th Precinct Community Council,"333 65th Street Brooklyn, NY 11220",2013,DYCD,2000.0
13311,   68th Precinct Community Council,"333 65th Street Brooklyn, NY 11228",2012,DYCD,3500.0
13312,Friends of Maple Grove Inc,"127 15 Kew Gardens Road Kew Gardens, NY 11415",2012,DYCD,3500.0
13313,Friends of Maple Grove Inc.,"127-15 Kew Gardens Road Kew Gardens, NY 11415",2013,DYCD,3500.0
13314,New Jerusalem Community Development Corp.,"165-01 Smith Street Jamaica, NY 11434",2011,DFTA,5000.0
13315,New Jerusalem Community Development Corp.,"165-01 Baisley Boulevard Jamaica, NY 11434",2011,DFTA,10000.0
13316,New Jerusalem Community Development Corp.,"165-01 Baisley Boulevard Jamaica, NY 11434",2011,DYCD,10000.0
13317,New Jerusalem Community Development Corp.,"165-01 Baisley Boulevard Jamaica, NY 11434",2012,DFTA,10000.0
13318,New Jerusalem Community Development Corp.,"165-01 Baisley Boulevard Jamaica, NY 11434",2013,DYCD,9000.0
13319,"ImageNation Film Festival, Inc. (aka ImageNation Cinema Foundation)","211 West 145th Street, #4F, New York; Colonial Park Station, P.O. Box 144 New York, NY 10039",2011,DPR,3500.0
13320,"ImageNation Film Festival, Inc. (aka ImageNation Cinema Foundation)","211 West 145th Street #4F New York, NY 10039",2011,DYCD,8000.0
13321,"ImageNation Film Festival, Inc. (aka ImageNation Cinema Foundation)","Colonial Park Station PO Box 144 Harlem, NY 10039",2012,DYCD,7500.0
13322,AARP Chapter #5393: Upper Manhattan Central Harlem,"173 West 140th St, #2C New York, NY 10030",2011,DFTA,4000.0
13323,AARP Chapter #5393: Upper Manhattan Central Harlem,"173 West 140th Street #2C New York, NY 10030",2012,DFTA,3500.0
13324,Community Roots Charter School,"51 Saint Edwards Street Brooklyn, NY 11205",2013,DOE,3500.0
13325,Community Prevention Alternatives for Families in CrisisNature-Nurture Counseling Center Inc,"14340 41st Avenue 3H Flushing, NY 11355-1827",2012,DSS,2500.0
13326,Community Prevention Alternatives for Families in CrisisNature-Nurture Counseling Center Inc,"14340 41st Ave 3H Flushing, NY 11355",2013,DSS,3500.0
13327,Community Prevention Alternatives for Families in CrisisNature-Nurture Counseling Center Inc,"14340 41st Ave 3H Flushing, NY 11355",2013,DSS,3000.0
13328,Howard Beach Columbus Day Foundation,"163-33 Crossbay Boulevard Howard Beach, NY 11414",2011,DYCD,5000.0
13329,Howard Beach Columbus Day Foundation,"101-42 99th street Ozone Park, NY 11416",2012,DYCD,3000.0
13330,Howard Beach Columbus Day Foundation,"101-42 99th Street Ozone Park, NY 11416",2013,DYCD,5000.0
13331,"Brooklyn United Drum and Bugle Corps, Inc.","7401 4th Avenue, #3C Brooklyn, NY 11209",2011,DYCD,2500.0
13332,Friends of City Reliquary Inc.,"370 Metropolitan Avenue Brooklyn, NY 11211-3361",2013,DYCD,10000.0
13333,"Dance Entropy, Inc.","37-24 24th Street #301 Long Island City, NY 11101",2011,DCA,3500.0
13334,"Dance Entropy, Inc.","37-24 24th St 301 Long Island City, NY 11101",2012,DCA,3500.0
13335,"Dance Entropy, Inc.","37-24 24th St 301-302 Long Island City, NY 11101",2013,DCLA,3500.0
13336,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2011,DOHMH,9000.0
13337,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2011,DOHMH,25000.0
13338,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2011,DOHMH,10437.06
13339,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2012,DOHMH,9000.0
13340,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2012,DOHMH,9175.0
13341,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2012,DOHMH,15000.0
13342,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2013,DOHMH,16875.0
13343,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2013,DOHMH,25000.0
13344,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2013,DOHMH,5000.0
13345,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2013,DOHMH,3000.0
13346,"La Nueva Esperanza, Inc.","213 Johnson Avenue Brooklyn, NY 11206",2013,DOHMH,35000.0
13347,"Bridge Back Adolescent Services, Inc.","287 West 8th Street Brookyln, NY 11224",2011,DYCD,5000.0
13348,Eleanor Roosevelt Houses Tenant Association,"109 Lewis Avenue #1L Brooklyn, NY 11206",2011,MISC,1000.0
13349,Eleanor Roosevelt Houses Tenant Association,"109 Lewis Avenue #1L Brooklyn, NY 11206",2012,NYCHA,1000.0
13350,"Approaching Storm Marching Band, Inc., The","361 East 29th Street Brooklyn, NY 11226",2011,DYCD,12000.0
13351,"Approaching Storm Marching Band, Inc., The","361 East 29th Street Brooklyn, NY 11226",2012,DYCD,12000.0
13352,Gay and Lesbian Dominican Empowerment Organization (GALDE),"236 East Gun Hill Road, Box 55 Bronx, NY 10467",2011,DYCD,3500.0
13353,Gay and Lesbian Dominican Empowerment Organization (GALDE),"24 West 25th Street, 9th Floor New York, NY 10010",2011,DOHMH,5000.0
13354,"YET, Inc. (YouÌ¢åÛåªre Eligible To/Too)","470 East 137th Street Bronx, NY 10454",2011,DOHMH,6400.0
13355,"YouÌ¢åÛåªre Eligible Too, Inc. (YET)","470 East 137th Street Bronx, NY 10454",2012,DOHMH,6400.0
13356,"Concrete Safaris, Inc.","1775 Third Avenue New York, NY 10029",2011,DYCD,4500.0
13357,"Concrete Safaris, Inc.","1775 Third Avenue New York, NY 10029",2012,DYCD,5000.0
13358,"Concrete Safaris, Inc.","1775 Third Avenue New York, NY 10029",2013,DYCD,5000.0
13359,"Kings Highway Beautification Association, Inc.","1899 East 4th Street Brooklyn, NY 11223",2011,DYCD,15000.0
13360,"Kings Highway Beautification Association, Inc.","1899 EAST 4TH STREET BROOKLYN, NY 11223",2012,DYCD,15000.0
13361,"Kings Highway Beautification Association, Inc.","1899 East 4th St Brooklyn, NY 11223",2013,DYCD,14000.0
13362,Stuyvesant Gardens II Tenant Association,"150 Malcolm X Boulevard, Apt 5K Brooklyn, NY 11221",2011,MISC,1000.0
13363,Stuyvesant Gardens II Tenant Association,"150 Malcolm X Boulevard Brooklyn, NY 11221",2012,NYCHA,1000.0
13364,Stuyvesant Gardens II Tenant Association,"150 Malcolm X Boulevard Brooklyn, NY 11221",2013,NYCHA,1000.0
13365,"303 Vernon Avenue Tenants Association, Inc.","303 Vernon Avenue Brooklyn, NY 11206",2011,MISC,1000.0
13366," 303 Vernon Avenue Tenants Association, Inc.","303 Vernon Avenue Brooklyn, NY 11206",2012,NYCHA,1000.0
13367,International Studio Curatorial Program,"1040 Metropolitan Ave Brooklyn, NY 11211",2012,DCA,10000.0
13368,Port Richmond Community Emergency Response Team (CERT) and Rescue,"154 Clinton Place Staten Island, NY 10302",2011,OEM,1000.0
13369,Port Richmond Community Emergency Response Team (CERT) and Rescue,"154 Clinton Place Staten Island, NY 10302",2011,OEM,5000.0
13370,Bella Voce Inc.,"659 85th Street Brooklyn, NY 11228",2013,DCLA,1500.0
13371,Life of Hope,"332 EAST 32 SUITE 1 Brooklyn, NY 11226",2012,DYCD,5558.0
13372,Life of Hope,"332 EAST 32 STREET SUITE 1 BROOKLYN, NY 11226",2012,DYCD,0.0
13373,Life of Hope,"332 East 32nd Suite 1 Brooklyn NY 11226 Brooklyn, NY 11226",2013,DYCD,4000.0
13374,Life of Hope,"332 East 32nd Suite 1 Brooklyn NY 11226 Brooklyn, NY 11226",2013,DYCD,10000.0
13375,Life of Hope,"332 East 32nd Suite 1 Brooklyn NY 11226 Brooklyn, NY 11226",2013,DYCD,3500.0
13376,Downtown Brooklyn Partnership,"15 MetroTech 19th Floor Brooklyn, NY 11201",2012,DYCD,5000.0
13377,"Downtown Brooklyn Partnership, Inc.","15 MetroTech Center, 19th Floor Brooklyn, NY 11201",2013,DSBS,100000.0
13378,"Purelements: An Evolution in Dance, Inc.","1417 Prospect Place, Suite #A4 Brooklyn, NY 11213",2011,DYCD,4900.0
13379,Purelements,"1958 Fulton Street, Suite 409 Brooklyn, NY 11223",2012,DCA,20000.0
13380,"Purelements: An Evolution in Dance, Inc.","1958 Fulton Street Brooklyn NY, NY 11233",2012,DYCD,4900.0
13381,"Purelements: An Evolution in Dance, Inc.","1958 Fulton Street Brooklyn NY, NY 11233",2012,DYCD,10000.0
13382,"Purelements: An Evolution in Dance, Inc.","1958 Fulton Street Suite 409 Brooklyn, NY 11233",2013,DYCD,10000.0
13383,"Purelements: An Evolution in Dance, Inc.","1958 Fulton Street Suite 409 Brooklyn, NY 11233",2013,DYCD,10000.0
13384,"Purelements: An Evolution in Dance, Inc.","1958 Fulton Street Suite 409 Brooklyn, NY 11233",2013,DYCD,5500.0
13385,"Open House New York, Inc.","115 West 27th Street Floor 9 New York, NY 10001-6217",2013,DCLA,4000.0
13386,"Open House New York, Inc.","115 West 27th Street Floor 9 New York, NY 10001-6217",2013,DYCD,5000.0
13387,St. Mary Mother of Jesus,"8401 23rd Avenue Brooklyn, NY 11214",2011,DYCD,5000.0
13388,"Helping Our Guys and Girls Succeed, Inc.","23-36 101st Street East Elmhurst, NY 11369",2011,DYCD,8414.0
13389,"Centro Cultural y Educativo, El Maestro, Inc.","1029 East 167th Street Bronx, NY 10459",2011,DYCD,3500.0
13390, 103rd Precinct Community Council,"168-02 PO Edward Byrne Avenue Jamaica, NY 11432-5229",2013,DYCD,6000.0
13391,103rd Precinct Community Council,"168-02 P.O. Edward Byrne Avenue Jamaica, NY 11432",2011,DYCD,3500.0
13392,103rd Precinct Community Council,"168-02 P.O. Edward Byrne Avenue Jamaica, NY 11432",2011,DYCD,6000.0
13393, 103rd Precinct Community Council,"168-02 PO Edward Byrne Avenue Jamaica, NY 11432-5229",2012,DYCD,6000.0
13394, 103rd Precinct Community Council,"168-02 PO Edward Byrne Avenue Jamaica, NY 11432-5229",2012,DYCD,3500.0
13395, 103rd Precinct Community Council,"168-02 PO Edward Byrne Avenue Jamaica, NY 11432-5229",2013,DYCD,3500.0
13396,Inwood Boxing LLC,"651 Academy Street New York, NY 10034",2011,DYCD,5000.0
13397,New Amsterdam Public Market,,2012,DSBS,45000.0
13398,"New Amsterdam Public Market Association, Inc.","241 Water Street, 3rd Floor New York, NY 10038",2011,DSBS,5000.0
13399,"New Amsterdam Public Market Association, Inc.","241 Water Street, 3rd Floor  New York, NY 10038 (40.70904999975784, -74.00542999989443)",2011,DSBS,20000.0
13400,New Amsterdam Public Market,"224 Front Street New York, NY 10038",2013,DSBS,61000.0
13401,"New York WEB Center, Inc","126 Albany Avenue Brooklyn, NY 11213",2011,DYCD,45000.0
13402,"New York Walkers Club, Inc.","402 Eastern Parkway Brooklyn, NY 11225 ",2012,DYCD,10000.0
13403,"New York WEB Center, Inc","402 Eastern Parkway Brooklyn, NY 11225",2012,DYCD,45000.0
13404,"New York WEB Center, Inc","402 Eastern Parkway Brooklyn, NY 11225",2013,DYCD,45000.0
13405,"New York WEB Center, Inc","402 Eastern Parkway Brooklyn, NY 11225",2013,DYCD,6000.0
13406,Tabernacle Of The Holy God Inchrist Inc.,"1382 Flatbush Avenue Brooklyn, NY 11210",2013,DFTA,3500.0
13407,Tabernacle Of The Holy God In Christ Inc.,"1382 Flatbush Avenue Brooklyn, NY 11210",2013,DFTA,3500.0
13408,Neighborhood Housing Services of Staten Island,"770 Castleton Avenue Staten Island, NY 10310-1800",2012,HPD,5000.0
13409,"Brooklyn Ballet, Inc.","160 Schermerhorn Street Brooklyn, NY 11201",2013,DCLA,18500.0
13410,"Brooklyn Ballet, Inc.","160 Schermerhorn Street Brooklyn, NY 11201-5988",2013,DCLA,3500.0
13411,"Brooklyn Ballet, Inc.","160 Schermerhorn Street Brooklyn, NY 11201-5988",2013,DYCD,3500.0
13412,East 40th Street Progressive Block Association Inc.,"837 E40th St Brooklyn, NY 11210",2013,DYCD,3500.0
13413,"Northeastern Conference of Seventh Day Adventists Community Affairs, Inc.","115-50 Merrick Blvd Jamaica, NY 11436",2013,DFTA,15000.0
13414,"Parents as Primary Teachers, Inc.","198 Hancock Street Brooklyn, NY 11216-2104",2013,DYCD,10000.0
13415,"Connect, Inc.","PO Box 20217 New York, NY 10001",2013,DYCD,3500.0
13416,"Connect, Inc.","PO Box 20217 New York, NY 10001",2013,DYCD,7000.0
13417,"Connect, Inc.","PO Box 20217 New York, NY 10001",2013,DYCD,4000.0
13418,"Connect, Inc.","PO Box 20217 New York, NY 10001",2013,DYCD,5000.0
13419,"Connect, Inc.","PO Box 20217 New York, NY 10001",2013,DYCD,3500.0
13420,"Connect, Inc.","PO Box 20217 New York, NY 10001",2013,DYCD,5000.0
13421,Creative Minds NYC,"co The Drama Bookshop New York, NY 10018",2013,DCLA,3000.0
13422,"Creative Minds NYC, Inc.","Co the Drama Bookshop New York, NY 10018",2013,DCLA,5000.0
13423,  49th Precinct Law Enforcement Explorers Post 2049,"2121 eastchester road Bronx, NY 10461",2013,DYCD,3500.0
13424,"SEVA Immigrant Community Advocacy Project, Inc.","89-40 115th Street Richmond Hill, NY 11418",2011,DYCD,3500.0
13425,"SEVA Immigrant Community Advocacy Project, Inc.","89-40 115th Street Richmond Hill, NY 11418",2011,DYCD,3500.0
13426,"SEVA Immigrant Community Advocacy Project, Inc.","9731 Lefferts blvd Richmond Hill, NY 11418",2012,DYCD,3500.0
13427,"SEVA Immigrant Community Advocacy Project, Inc.","9731 Lefferts Blvd Richmond Hill, NY 11418",2013,DYCD,5000.0
13428,LCG Community Services Inc.,"8706 Farragut Road Brooklyn, NY 11236",2011,DYCD,5000.0
13429,Middle School 243M - The Center School Parent Teacher Association,"270 West 70th Street New York, NY 10023",2009,DYCD,4000.0
13430,Middle School 243M - The Center School Parent Teacher Association,"270 West 70th Street New York, NY 10023",2011,DYCD,4000.0
13431,Middle School 243M - The Center School Parent Teacher Association,"100 West 84th ST New York, NY 10024",2012,DYCD,4000.0
13432,Middle School 243M - The Center School Parent Teacher Association,"100 West 84 St New York, NY 10024",2013,DYCD,4000.0
13433,"Upper Green Side, Inc.","425 East 79th Street, Apt. 9C New York, NY 10075",2011,DPR,3500.0
13434,"Upper Green Side, Inc.","425 East 79th Street, Apt. 9C New York, NY 10075",2011,DPR,5000.0
13435,"Upper Green Side, Inc.","1136 First Avenue New York, NY 10065-7563",2012,DPR,5000.0
13436,"Upper Green Side, Inc.","1136 First Avenue New York, NY 10065-7963",2013,DPR,3500.0
13437,"Upper Green Side, Inc.","1136 First Avenue New York, NY 10065-7963",2013,DPR,5000.0
13438,"Little League Baseball of College Point NY, Inc.","P.O. Box 1 College Point, NY 11356",2011,DYCD,9000.0
13439,"Little League Baseball of College Point NY, Inc.","PO BOX 1 COLLEGE POINT, NY 11356",2012,DYCD,10000.0
13440,"Little League Baseball of College Point NY, Inc.","13-28 123rd Street College Point, NY 11356",2013,DYCD,10000.0
13441,"Science Schools Initiative, Ltd.","157 Prince Street, 1st Floor New York, NY 10012",2011,DYCD,3500.0
13442,"Science Schools Initiative, Ltd.","157 Prince Street, 1st Floor New York, NY 10012",2011,DYCD,9000.0
13443,"Science Schools Initiative, Ltd.","157 Prince St New York, NY 10012",2012,DYCD,10000.0
13444,"Science Schools Initiative, Ltd.","157 Prince St New York, NY 10012",2012,DYCD,7000.0
13445,"Science Schools Initiative, Ltd.","157 Prince St New York, NY 10012",2013,DYCD,12000.0
13446,"Science Schools Initiative, Ltd.","157 Prince St New York, NY 10012",2013,DYCD,10000.0
13447,Mount Moriah AME,"116-20 Francis Lewis Blvd Cambria Heights, NY 11411",2011,DOHMH,6400.0
13448,Mount Moriah AME,"116-20 Francis Lewis Blvd Queens, NY 11412",2012,DOHMH,6400.0
13449,"Meatpacking Improvement Association, Inc.","111 Eighth Avenue New York, NY 10011",2012,DSBS,7500.0
13450,Meatpacking District Improvement Association,"829 Washington Street 12 New York, NY 10014",2013,DSBS,10000.0
13451,Coney Island Generation Gap Reunion Committee,"2904 Neptune Avenue Brooklyn, NY 11224",2011,DYCD,10000.0
13452,Coney Island Generation Gap Reunion Committee,"2904 Neptune Avenue Brooklyn, NY 11224-2021",2012,DYCD,14000.0
13453,Coney Island Generation Gap Reunion Committee,"2904 Neptune Avenue Brooklyn, NY 11224-2021",2013,DYCD,5000.0
13454,NYC Lab School for Collaborative Studies,"333 West 17th Street New York, NY 10011-5001",2012,DOE,3500.0
13455,River of Living Water Fellowship Church ,"1854 Amsterdam Ave. New York, NY 10031",2011,DOHMH,6400.0
13456,"OrganizaciÌÄå_n Juventud Ecuatoriana, Inc.","1234 Colgate Avenue Bronx, NY 10472-2354",2012,DYCD,6414.0
13457,"Say Ah!, Inc.","450 West 24 Street, Suite 9E New York, NY 10011",2011,DFTA,6750.0
13458,"Say Ah!, Inc.","450 W 24th Street New York, NY 10011",2012,DFTA,6750.0
13459,"Say Ah!, Inc.","450 W 24th Street New York, NY 10011",2013,DFTA,6750.0
